SouthTottenham	-0.072	51.5802	1871
SouthWimbledon	-0.191944	51.415556	1926
SouthWoodford	0.0275	51.591667	1947
Southfields	-0.20704	51.44497	1889
Southgate	-0.128056	51.6325	1933
Southwark	-0.105	51.503889	1999
St.James'sPark	-0.134444	51.499444	1868
St.John'sWood	-0.174167	51.534722	1939
St.Paul's	-0.09745	51.51483	1900
StamfordBrook	-0.245833	51.495	1912
Stanmore	-0.302778	51.619444	1932
StepneyGreen	-0.046389	51.521944	1902
Stockwell	-0.122222	51.4725	1890
StonebridgePark	-0.2754	51.544	1917
Stratford	-0.0037	51.5417	1946
SudburyHill	-0.336389	51.556944	1903
SudburyTown	-0.315556	51.550833	1903
SwissCottage	-0.174722	51.543056	1939
Temple	-0.114444	51.511111	1870
TheydonBois	0.103333	51.671667	1949
TootingBec	-0.159722	51.435833	1926
TootingBroadway	-0.168333	51.427778	1926
TottenhamCourtRoad	-0.1309	51.5162	1900
TottenhamHale	-0.0611	51.5902	1968
TotteridgeandWhetstone	-0.179167	51.630556	1940
TowerGateway	-0.074772	51.510611	1987
TowerHill	-0.076667	51.51	1882
TufnellPark	-0.138333	51.556944	1907
TurnhamGreen	-0.255	51.495278	1877
TurnpikeLane	-0.103333	51.590556	1932
Upminster	0.2509	51.5588	1902
UpminsterBridge	0.234167	51.558056	1934
Upney	0.101389	51.538611	1932
UpperHolloway	-0.1298	51.5638	1868
UptonPark	0.034444	51.535278	1902
Uxbridge	-0.4783	51.5459	1904
Vauxhall	-0.1229	51.4859	1971
Victoria	-0.1448	51.4966	1868
WalthamstowCentral	-0.0192	51.5831	1968
WalthamstowQueen'sRoad	-0.024	51.5817	1894
Wanstead	0.028889	51.575556	1947
WansteadPark	0.0264	51.5518	1894
WarrenStreet	-0.138333	51.524722	1907
WarwickAvenue	-0.183677	51.52327	1915
Waterloo	-0.1132	51.5031	1898
Watford	-0.4175	51.6575	1925
WembleyCentral	-0.2964	51.5519	1917
WembleyPark	-0.279444	51.563611	1894
WestActon	-0.280833	51.518056	1923
WestBrompton	-0.1957	51.4866	1869
WestFinchley	-0.188333	51.609444	1940
WestHam	0.0066	51.5284	1902
WestHampstead	-0.1913	51.5473	1879
WestHarrow	-0.353333	51.579722	1913
WestIndiaQuay	-0.020494	51.506917	1987
WestKensington	-0.206389	51.490833	1874
WestRuislip	-0.4376	51.5696	1948
WestSilvertown	0.0225	51.502778	2005
WestbournePark	-0.201111	51.521111	1866
Westferry	-0.026697	51.509372	1987
Westminster	-0.125	51.501111	1868
WhiteCity	-0.224583	51.512083	1947
Whitechapel	-0.061111	51.519444	1884
WillesdenGreen	-0.221667	51.549167	1879
WillesdenJunction	-0.2439	51.5324	1915
Wimbledon	-0.2043	51.4232	1889
WimbledonPark	-0.20027	51.43408	1889
WoodGreen	-0.11	51.597222	1932
WoodLane	-0.224361	51.509114	2008
Woodford	0.034167	51.606944	1947
WoodgrangePark	0.0454	51.5487	1894
WoodsidePark	-0.185556	51.618056	1940
WoolwichArsenal	0.0694	51.4898	1849
